"ID";"NominationYear";"Name";"Author";"PubYear";"AgeLimit";"PublishingHouse";"LitPrizeName";"Nomination";"global_id";
"Êîä";"Ãîä íîìèíèðîâàíèÿ";"Íàèìåíîâàíèå";"Àâòîð";"Ãîä èçäàíèÿ";"Âîçðàñòíîå îãðàíè÷åíèå";"Èçäàòåëüñòâî";"Íàèìåíîâàíèå ëèòåðàòóðíîé ïðåìèè";"Íîìèíàöèÿ";"global_id";
"220";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.11. XVI âåê";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004801";
"221";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.12. XVI âåê";"Àíòîëîãèÿ";"2003";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004805";
"222";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.13. XVI âåê";"Àíòîëîãèÿ";"2006";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004811";
"223";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.14. Êîíåö XVI-íà÷. XVII âåêà";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004823";
"224";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.15. XVII âåê";"Àíòîëîãèÿ";"2006";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004828";
"225";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.16. XVII âåê";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004834";
"226";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.17. XVII âåê";"Àíòîëîãèÿ";"2013";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004839";
"227";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.18. XVII âåê";"Àíòîëîãèÿ";"2014";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004846";
"228";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.19. XVII âåê";"Àíòîëîãèÿ";"2015";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004852";
"229";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.20. XI - XII âåêà";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004859";
"230";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.7. Âòîðàÿ ïîë. XV âåêà";"Àíòîëîãèÿ";"2005";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004864";
"231";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.8. XIV - ïåðâàÿ ïîë. XVI âåêà";"Àíòîëîãèÿ";"2003";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004868";
"232";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.9. XV - ïåðâàÿ ïîë. XVI âåêà";"Àíòîëîãèÿ";"2006";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004874";
"233";"2020";"Êîñìîñ. Èëëþñòðèðîâàííàÿ èñòîðèÿ àñòðîíîìèè è êîñìîëîãèè";"Íîðò Äæîí";"2020";"0+";"Íîâîå ëèòåðàòóðíîå îáîçðåíèå";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Åñòåñòâåííûå è òî÷íûå íàóêè»";"1124004880";
"234";"2020";"Âðåìÿ áàíêåòîâ: Ïîëèòèêà è ñèìâîëèêà îäíîãî ïîêîëåíèÿ (1818–1848)";"Ðîáåð Âåíñàí";"2019";"0+";"Íîâîå ëèòåðàòóðíîå îáîçðåíèå";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Ãóìàíèòàðíûå íàóêè»";"1124004887";
"235";"2020";"Îòòåïåëü: Ñîáûòèÿ. Ìàðò 1953 – àâãóñò 1968 ãîäà";"×óïðèíèí Ñåðãåé";"2020";"0+";"Íîâîå ëèòåðàòóðíîå îáîçðåíèå";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Ãóìàíèòàðíûå íàóêè»";"1124004894";
"236";"2020";"Áàíê 4.0: Íîâàÿ ôèíàíñîâàÿ ðåàëüíîñòü";"Áðåòò Êèíã";"2020";"12+";"Îëèìï-áèçíåñ";"Äåëîâàÿ êíèãà ãîäà â Ðîññèè";"Ëàóðåàò «Ëó÷øàÿ êíèãà çàðóáåæíîãî àâòîðà»";"1124004899";
"237";"2020";"Ìàëåíüêàÿ êíèãà î ÷åðíûõ äûðàõ";"Ãàáñåð Ñòèâåí Ïðåòîðèóñ Ôðàíñ";"2019";"16+";"Ïèòåð";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Åñòåñòâåííûå è òî÷íûå íàóêè»";"1124004906";
"238";"2020";"Ñóä íàðîäîâ";"Çâÿãèíöåâ Àëåêñàíäð";"2020";"16+";"Ðèïîë Êëàññèê";"Êíèãà ãîäà";"Íîìèíàöèÿ «Äåíü ïîáåäû» Ïîáåäèòåëü";"1124004912";
"239";"2020";"È çâóê è îòçâóê: èç ðàçíûõ êíèã";"×óõîíöåâ Îëåã";"2020";"18+";"Ðóòåíèÿ (ÁÑÃ)";"Êíèãà ãîäà";"Íîìèíàöèÿ «Ïîýçèÿ ãîäà» Ïîáåäèòåëü";"1124004918";
"240";"2020";"Äæåéìñ Ìèðàíäà Áàððè";"Äàíêåð Ïàòðèñèÿ";"2020";"16+";"Ñèíäáàä";"ßñíàÿ ïîëÿíà";"Íîìèíàöèÿ «Èíîñòðàííàÿ ëèòåðàòóðà» Ëàóðåàò";"1124004925";
"241";"2020";"Ðàññêàçû î äâóêðûëûõ";"Âèõðåâ Íèêèòà";"2019";"12+";"Ôèòîí";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Åñòåñòâåííûå è òî÷íûå íàóêè»";"1124004930";
"242";"2020";"Ïðåäìåñòüÿ ìûñëè. Ôèëîñîôè÷åñêàÿ ïðîãóëêà";"Ìàêóøèíñêèé Àëåêñåé";"2020";"16+";"Ýêñìî";"Áîëüøàÿ êíèãà";"Âûáîð íàðîäíîãî ÷èòàòåëüñêîãî ãîëîñîâàíèÿ";"1124004935";
"243";"2020";"Ìîëî÷íèê";"Áåðíñ Àííà";"2019";"18+";"Ýêñìî";"ßñíàÿ ïîëÿíà";"Íîìèíàöèÿ «Èíîñòðàííàÿ ëèòåðàòóðà» Ëîíã-ëèñò";"1124004941";
"244";"2020";"Ñðåäíåâåêîâüå êðóïíûì ïëàíîì";"Âîñêîáîéíèêîâ Îëåã";"2020";"12+";"Ýêñìî";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Ãóìàíèòàðíûå íàóêè»";"1124004948";
"245";"2020";"Íàïîëåîíîâ îáîç, êí.1";"Ðóáèíà Äèíà";"2019";"18+";"Ýêñìî";"Áîëüøàÿ êíèãà";"Âûáîð íàðîäíîãî ÷èòàòåëüñêîãî ãîëîñîâàíèÿ";"1124005014";
"246";"2020";"Íàïîëåîíîâ îáîç, êí.2";"Ðóáèíà Äèíà";"2019";"18+";"Ýêñìî";"Áîëüøàÿ êíèãà";"Âûáîð íàðîäíîãî ÷èòàòåëüñêîãî ãîëîñîâàíèÿ";"1124005080";
"247";"2020";"Íàïîëåîíîâ îáîç, êí.3";"Ðóáèíà Äèíà";"2019";"18+";"Ýêñìî";"Áîëüøàÿ êíèãà";"Âûáîð íàðîäíîãî ÷èòàòåëüñêîãî ãîëîñîâàíèÿ";"1124005113";
"248";"2020";"Ñòàðòàï íà ìèëëèàðä. Ïîøàãîâîå ðóêîâîäñòâî ïî ñîçäàíèþ äèäæèòàë-áèçíåñà";"Ñïèðèäîíîâ Ìàêñèì Ìàêîâè÷ Âÿ÷åñëàâ";"2019";"16+";"Ýêñìî";"Äåëîâàÿ êíèãà ãîäà â Ðîññèè";"Ëàóðåàò «Ëó÷øàÿ êíèãà ðîññèéñêîãî àâòîðà»";"1124005123";
"249";"2020";"Äðàéâåðû ðîñòà. Êàê ñðåäíåé êîìïàíèè ñòàòü ãèãàíòîì";"Ìîë÷àíîâ Íèêîëàé";"2019";"16+";"Ýêñìî";"Äåëîâàÿ êíèãà ãîäà â Ðîññèè";"Ëàóðåàò «Ëó÷øàÿ êíèãà â ïîìîùü áèçíåñó»";"1124005130";
"250";"2021";"Ðèô";"Àëåêñåé Ïîëÿðèíîâ";"2020";"18+";"Ýêñìî";"Áîëüøàÿ êíèãà";"Øîðò-ëèñò";"2391862361";
